






















































































4/06/2013 08:32:18,40
4/06/2013 08:42:58,40
4/06/2013 08:43:09,40
4/06/2013 08:43:19,40
4/06/2013 08:43:29,40
4/06/2013 08:43:39,40
4/06/2013 08:43:49,40
4/06/2013 08:43:59,40
4/06/2013 08:44:09,40
4/06/2013 08:44:20,40
4/06/2013 08:44:30,40
4/06/2013 08:44:40,40
4/06/2013 08:44:50,40
4/06/2013 08:45:00,40
4/06/2013 08:45:10,40
4/06/2013 08:45:24,40
4/06/2013 08:45:34,40
4/06/2013 08:49:08,40
4/06/2013 08:49:59,40
